A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V,apelido,apelido_abreviado,atleta_id,clube_id,clube_nome,entrou_em_campo,foto,jogos_num,media_num,minimo_para_valorizar,nome,pontos_num,posicao_id,preco_num,rodada_id,slug,status_id,temporada,variacao_num
,1.0,,,,1.0,3.0,2.0,1.0,3.0,,,,,,,,,,,Erick Pulga,E. Pulga,109401,265,BAH,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,2,2.15,,Erick da Costa Farias,0.9,5,8.37,2,erick-pulga,7,2026,-1.0
,,,,,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,Martinelli,Martinelli,109573,266,FLU,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,2,1.8,,Matheus Martinelli Lima,1.9,4,7.44,2,martinelli,7,2026,-0.52
,,,,,,2.0,,,2.0,,,,,,,,,,,Monsalve,Monsalve,109966,284,GRE,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,1,0.4,,Miguel Ángel Monsalve Gonzáles - González,0.4,4,4.38,2,monsalve,5,2026,-0.62
,,,,,,,,,,,,,,,,,,,,José Martínez,J. Martínez,110311,264,COR,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,0,0.0,,José Andrés Martínez Torres,0.0,4,6.0,2,jose-martinez,6,2026,0.0
,1.0,,,,2.0,3.0,1.0,,1.0,,,,,2.0,1.0,,,,,Bernabéi,Bernabéi,110426,285,INT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,2,0.8,,Alexandro Ezequiel Bernabéi,0.6,2,8.31,2,bernabei,7,2026,-1.04
,,,,,,,,,,,,,,,,,,,1.0,Abel Ferreira,A. Ferreira,110506,275,PAL,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,2,7.05,,Abel Fernando Moreira Ferreira,10.45,6,12.48,2,abel-ferreira,7,2026,1.38
,,,,,2.0,1.0,,1.0,,,,,,,,,,,,Aguirre,Aguirre,110510,285,INT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,2,1.75,,Braian Aguirre Nahuel,0.8,2,4.57,2,aguirre,6,2026,-0.47
,,,,,1.0,,,,1.0,,,,,,,,,,,Marino Hinestroza,M. Hinestroza,110598,267,VAS,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,1,2.0,,Marino Hinestroza Angulo,2.0,5,8.35,2,marino-hinestroza,6,2026,-0.65
,,,,,,,,,,,,,,,,,,,,Gustavo,Gustavo,110633,294,CFC,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,,Gustavo Silva de Oliveira,0.0,4,4.0,2,gustavo,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Esquivel,Esquivel,110668,293,CAP,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,0.0,,Lucas Ángel Esquivel,0.0,2,4.0,2,esquivel,7,2026,0.0
,,,,,,,,,,,,,,,,,,,,Mycael,Mycael,110698,293,CAP,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,0.0,,Mycael Pontes Moreira,0.0,1,5.0,2,mycael,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Pedro Rangel,P. Rangel,110708,294,CFC,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,,Pedro Felipe de Faria Rangel,0.0,1,3.0,2,pedro-rangel,6,2026,0.0
,2.0,,,,1.0,1.0,,,1.0,,,,,,,,,2.0,,Andrés Hurtado,A. Hurtado,110715,280,RBB,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,2,4.85,,José Andrés Hurtado Cheme,5.5,2,5.57,2,andres-hurtado,7,2026,0.82
,,,,,4.0,2.0,1.0,2.0,1.0,,,,,,,,,2.0,,Gustavo Marques,G. Marques,110750,280,RBB,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,2,9.35,,Gustavo Marques Alves dos Santos,9.0,3,7.4,2,gustavo-marques,7,2026,1.54
,,,,,2.0,3.0,2.0,,2.0,,1.0,,,,,,,,,John Kennedy,J. Kennedy,110759,266,FLU,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,2,6.75,,John Kennedy Batista de Souza,11.9,5,7.99,2,john-kennedy,7,2026,2.52
,1.0,,,,,4.0,,,,,,,,,,,,2.0,,Alix Vinicius,A. Vinicius,111246,280,RBB,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,2,3.9,,Alix Vinicius de Souza Sampaio,4.4,3,6.47,2,alix-vinicius,2,2026,0.37
,,,,,,,,,,,,,,,,,,,,Mancha,Mancha,111279,315,CHA,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,0,0.0,,Gianluca Piola Minozzo,0.0,2,3.0,2,mancha,5,2026,0.0
1.0,,,,,3.0,2.0,,1.0,1.0,,,,,,,,,,,Gustavo Martins,G. Martins,111309,284,GRE,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,1,10.2,,Gustavo Martins de Souza Santos,0.0,3,8.49,2,gustavo-martins,7,2026,0.0
,,,,,5.0,1.0,,,1.0,,,,,,,,,,,Victor Gabriel,V. Gabriel,111466,285,INT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,2,3.85,,Victor Gabriel da Conceição Ribeiro,4.7,3,5.0,2,victor-gabriel,7,2026,0.68
,,,,,,,,,,,,,,,,,,,,Adson,Adson,111682,267,VAS,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,0.0,,Adson Ferreira Soares,0.0,4,6.0,2,adson,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Anthoni,Anthoni,111683,285,INT,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,0,0.0,,Anthoni Spier Souza,0.0,1,3.0,2,anthoni,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Matheus Cunha,M. Cunha,111690,283,CRU,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,0.0,,Matheus Cunha Queiroz,0.0,1,3.0,2,matheus-cunha,5,2026,0.0
,,,,,,1.0,,,,,,,,,,,,,,Fabinho,Fabinho,111760,280,RBB,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,1,-0.3,,Fábio Silva de Freitas,-0.3,4,3.28,2,fabinho,6,2026,-0.72
,,,,,,,,,,,,,,,,,,,,Kayky,Kayky,111829,265,BAH,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,0,0.0,,Kayky da Silva Chagas,0.0,5,5.0,2,kayky,6,2026,0.0
,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,Matheus Martins,M. Martins,111831,263,BOT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,2,5.6,,Matheus Martins Silva dos Santos,1.2,5,6.79,2,matheus-martins,6,2026,-0.81
,,,,,,,,,,,,,,,,,,,,Jefté,Jefté,111832,275,PAL,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,0.0,,Jefté Vital da Silva Dias,0.0,2,4.0,2,jefte,6,2026,0.0
,,,,,2.0,2.0,,1.0,3.0,,,,,,,,,1.0,,Mateus Silva,M. Silva,111879,287,VIT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,4.85,,Mateus da Silva Duarte,0.0,2,4.95,2,mateus-silva,6,2026,-0.91
,1.0,,,,1.0,3.0,1.0,,,,,,,,,,,,,Diego Hernández,D. Hernández,111945,364,REM,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,1,0.8,,Diego Manuel Hernández González,0.8,4,3.68,2,diego-hernandez,7,2026,-0.32
,,,,,,,,,,,,,,,,,,,,Renzo López,R. López,111951,287,VIT,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,,Renzo López Patrón,0.0,5,3.0,2,renzo-lopez,5,2026,0.0
,,,,,,,,,,,,,,,,,,,,Felipinho,Felipinho,112017,293,CAP,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,0.0,,Antonio Feliphe Costa Silva,0.0,4,4.0,2,felipinho,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Thalisson Gabriel,T. Gabriel,112367,364,REM,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0,0.0,,Thalisson Gabriel Pereira Moreira,0.0,3,3.0,2,thalisson-gabriel,6,2026,0.0
,,,,,3.0,,,1.0,,,,,,,,,,,,Vini Paulista,V. Paulista,112576,294,CFC,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,2,2.65,,Vinicius Romualdo dos Santos,5.3,4,3.59,2,vini-paulista,2,2026,1.14
,,,,,,,,,,,,,,,,,,,,Gabriel Grando,G. Grando,112616,284,GRE,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0,0.0,,Gabriel Hamester Grando,0.0,1,4.0,2,gabriel-grando,6,2026,0.0
,1.0,,,,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,Kaiki Bruno,K. Bruno,112709,283,CRU,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,2,2.7,,Kaiki Bruno da Silva,3.2,2,11.52,2,kaiki-bruno,7,2026,-0.71
,,,,,1.0,1.0,1.0,,2.0,,1.0,,,,,,,,,Ramón Sosa,R. Sosa,112863,275,PAL,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,2,5.7,,Ramón Sosa Acosta,9.7,5,8.13,2,ramon-sosa,6,2026,1.81
,,,,,3.0,6.0,2.0,1.0,3.0,,,,,1.0,,,,,,Lucas Barbosa,L. Barbosa,112886,280,RBB,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,2,3.65,,Lucas Henrique Barbosa,3.3,5,7.77,2,lucas-barbosa,7,2026,-0.18
,,,,,1.0,2.0,,,,,,,,,,,,,,Catarozzi,Catarozzi,112939,364,REM,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,1,0.9,,Franco Catarozzi Parafita,0.9,4,5.41,2,catarozzi,6,2026,-0.59
,,,,,1.0,3.0,,2.0,,,,,,,,,,,,Freytes,Freytes,113034,266,FLU,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,2,1.1,,Juan Pablo Freytes,1.0,3,4.19,2,freytes,7,2026,-0.32
,,,,,5.0,5.0,2.0,2.0,6.0,,1.0,,,,,,,,,Flaco López,F. López,113103,275,PAL,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,2,10.5,,José Manuel Alberto López,4.9,5,17.43,2,flaco-lopez,7,2026,-1.31
,,,,,2.0,,,1.0,1.0,,,,,1.0,,,,1.0,,Benavídez,Benavídez,113113,293,CAP,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,1,9.2,,Gastón Américo Benavídez,0.0,2,6.5,2,benavidez,6,2026,0.0
,,,,,2.0,2.0,1.0,,,,,,,,,,,,,Picco,Picco,113125,364,REM,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,1,3.6,,Leonel Marcelo Picco,3.6,4,5.54,2,picco,6,2026,0.54
,1.0,,,,1.0,3.0,,,4.0,,,,,,,,,,,Nathan Mendes,N. Mendes,113157,287,VIT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,1,1.6,,Nathan Gabriel de Souza Mendes,1.6,2,3.97,2,nathan-mendes,6,2026,-0.03
,,,,,,,,,,,,,,,,,,,,Marquinhos,Marquinhos,113158,283,CRU,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,0.0,,Marcus Vinícius Oliveira Alencar,0.0,5,4.0,2,marquinhos,6,2026,0.0
,,,,,4.0,1.0,,,,,,,,,,,,,,Pablo Maia,P. Maia,113359,276,SAO,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,2,2.85,,Pablo Gonçalves Maia Fortunato,5.7,4,6.56,2,pablo-maia,6,2026,0.83
,,,,,2.0,1.0,1.0,,2.0,,1.0,,,,,,,,,Cristian Olivera,C. Olivera,113397,265,BAH,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,2,6.45,,Cristian Gonzalo Olivera Ibarra,10.0,5,7.85,2,cristian-olivera,6,2026,1.92
,,,,,,,,,,,,,,,,,,,,Diógenes,Diógenes,113690,277,SAN,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,0,0.0,,Diógenes Vinícius da Silva,0.0,1,2.0,2,diogenes,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Minda,Minda,114040,282,CAM,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,0,0.0,,Alan Steve Minda García,0.0,5,9.0,2,minda,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Cufré,Cufré,114308,364,REM,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0,0.0,,Braian Ezequiel Cufré,0.0,2,4.0,2,cufre,7,2026,0.0
,,,,,,,,,,,,,,,,,,,,Sinisterra,Sinisterra,114405,283,CRU,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,0.0,,Luis Fernando Sinisterra Lucumí,0.0,5,6.0,2,sinisterra,6,2026,0.0
,1.0,,,,1.0,5.0,2.0,1.0,4.0,,1.0,,,2.0,,,,,,Vitor Roque,V. Roque,114802,275,PAL,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,2,6.0,,Vitor Hugo Roque Ferreira,4.4,5,18.41,2,vitor-roque,7,2026,-1.44
,,,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,Miguelito,Miguelito,115025,277,SAN,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,2,1.65,,Miguel Àngel Terceros,-0.3,4,3.82,2,miguelito,6,2026,-0.72
,,,,,,,,1.0,,,,,,,,,,,,Matheus França,M. França,115100,267,VAS,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,1,0.8,,Matheus França de Oliveira,0.0,4,3.55,2,matheus-franca,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Lucas Freitas,L. Freitas,115141,267,VAS,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,0.0,,Lucas de Freitas Molarinho Chagas,0.0,3,4.0,2,lucas-freitas,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Renan Viana,R. Viana,115266,293,CAP,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,0.0,,Renan Rodrigues Fonseca Viana,0.0,5,2.0,2,renan-viana,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Habraão,Habraão,115270,293,CAP,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,0.0,,Habraão Lincon do Nascimento Saraiva,0.0,3,3.0,2,habraao,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Paulo Pezzolano,P. Pezzolano,115479,285,INT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,2,3.27,,Paulo César Pezzolano Suárez,4.28,6,6.11,2,paulo-pezzolano,7,2026,0.41
,,,,,,,,,,,,,,,,,,,,Rodriguinho,Rodriguinho,115563,283,CRU,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,0.0,,Rodrigo Henrique Santos de Souza,0.0,4,3.0,2,rodriguinho,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Gabriel Delfim,G. Delfim,115674,282,CAM,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,0,0.0,,Gabriel Delfim Ferreira,0.0,1,2.0,2,gabriel-delfim,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Benassi,Benassi,115840,294,CFC,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,,João Victor Silva Benassi,0.0,1,1.0,2,benassi,6,2026,0.0
,,,,,,2.0,,2.0,1.0,,,,,,,,,,,Evertton Araújo,E. Araújo,115914,262,FLA,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,2,0.75,,Everton Gustavo Fernandes Araújo,-0.6,4,3.3,2,evertton-araujo,6,2026,-0.71
,,,,,1.0,2.0,,,1.0,,,,,,,,,,,Denilson,Denilson,115986,2305,MIR,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,1,1.4,,Denilson Alves Borges,1.4,4,4.74,2,denilson,6,2026,-0.26
,,,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,Victor Hugo,V. Hugo,116034,282,CAM,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,2,5.4,,Victor Hugo Gomes Silva,1.3,4,5.96,2,victor-hugo,6,2026,-0.64
,,,,,,,,,,,,,,,,,,,,Cuiabano,Cuiabano,116065,267,VAS,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,0.0,,Luís Eduardo Soares da Silva,0.0,2,9.0,2,cuiabano,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Rubens,Rubens,116066,315,CHA,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,1,0.0,,Rubens Tadeu Hartmann Ricoldi,0.0,5,1.69,2,rubens,6,2026,-0.31
,,,,,,,,,,,,,,,,,,,,Thiago Beltrame,T. Beltrame,116067,284,GRE,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0,0.0,,Thiago Beltrame Stallbaum,0.0,1,2.0,2,thiago-beltrame,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Hércules,Hércules,116447,266,FLU,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,0.0,,Hércules Pereira do Nascimento,0.0,4,7.0,2,hercules,6,2026,0.0
,,,,,1.0,,,,,,,,,,,,,1.0,,Jamerson,Jamerson,116461,287,VIT,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,1,6.5,,Jamerson Santos de Jesus,0.0,2,5.55,2,jamerson,6,2026,0.0
1.0,,,,,6.0,4.0,3.0,1.0,4.0,,,,,1.0,,,,,,Andrés Gómez,A. Gómez,116706,267,VAS,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,2,9.55,,Carlos Andrés Gómez Hinestroza,13.1,5,11.73,2,andres-gomez,7,2026,2.26
,,,,,2.0,4.0,,,2.0,,,,,,,,,,,Robert Renan,R. Renan,117330,267,VAS,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,2,1.4,,Robert Renan Alves Barbosa,0.9,3,6.51,2,robert-renan,7,2026,-0.7
,,,,,,,,,,,,,,,,,,,,Yago Ferreira,Y. Ferreira,117338,364,REM,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0,0.0,,Yago de Paula Ferreira,0.0,4,2.0,2,yago-ferreira,6,2026,0.0
,,,,,,3.0,1.0,1.0,2.0,,,,,,,,,,,Renato Marques,R. Marques,117403,2305,MIR,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,1,2.1,,Renato Marques de Oliveira Júnior,0.0,5,4.01,2,renato-marques,5,2026,0.0
,,,,,,,,,,,,,,,,,,,,Otávio,Otávio,117404,283,CRU,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,0.0,,Otávio Eleodoro Rezende Costa,0.0,1,2.0,2,otavio,6,2026,0.0
1.0,,,,,1.0,,1.0,1.0,3.0,,,,,,,,,,,Garro,Garro,117632,264,COR,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,1,10.0,,Rodrigo Garro,0.0,4,13.32,2,garro,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Young,Young,117818,276,SAO,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,0,0.0,,Young Navarro Moraes,0.0,1,3.0,2,young,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Vitinho,Vitinho,117842,283,CRU,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,0.0,,Vitor Hugo Amorim de Assis,0.0,4,2.0,2,vitinho,6,2026,0.0
,1.0,,,,2.0,1.0,,,4.0,1.0,1.0,,,,,,,,,Breno Bidon,B. Bidon,117910,264,COR,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,1,14.7,,Breno de Souza Bidon,0.0,4,13.34,2,breno-bidon,7,2026,0.0
,,,,,1.0,1.0,,2.0,2.0,,1.0,,,,,,,,,Lavega,Lavega,117930,294,CFC,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,2,5.9,,Joaquín Lavega Colzada,10.3,5,5.38,2,lavega,7,2026,2.4
,,,,,,,,,,,,,,,,,,,1.0,Martín Anselmi,M. Anselmi,117965,263,BOT,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,2,8.03,,Martín Rodrigo Anselmi,5.02,6,8.85,2,martin-anselmi,7,2026,0.07
,,,,,,,,,,,,,,,,,,,,Iago,Iago,118090,262,FLA,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,0.0,,Iago Teodoro da Silva Nogueira,0.0,3,2.0,2,iago,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Ronald,Ronald,118238,284,GRE,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0,0.0,,Ronald Cardoso Falkoski,0.0,4,3.0,2,ronald,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Rodriguinho,Rodriguinho,118563,280,RBB,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,0.0,,Rodrigo Huendra Almeida Mendonça,0.0,4,4.0,2,rodriguinho,6,2026,0.0
,,,,,,,,,,,,,,,,,,,,Saldivia,Saldivia,118655,267,VAS,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,0.0,,Alan Gabriel Saldivia Vázquez,0.0,3,6.0,2,saldivia,6,2026,0.0
